obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,controller_a_success,difficulty
"[0.030872982793039374, 0.018128557273068842, 0.05155509829335716]","[-0.0026538959442211248, 0.05358697525331301, -0.024071657693089214]","[-1.63197179, -0.15979667, -1.66498]",Vase1M,normal,True,True,easy
"[0.03869361504210639, 0.009881828233512874, 0.05155509829335716]","[-0.030033456099099985, 0.062031456213875125, -0.01149952612685964]","[-1.53304188, -0.04319926, -1.70384239]",Vase1M,normal,True,True,easy
"[0.0038814724985656193, 0.02415198050481706, 0.05155509829335716]","[0.019899332577146996, 0.04381734550508788, -0.02096647555854713]","[-1.63051009, -0.13739465, -1.68634933]",Vase1M,normal,True,True,easy
"[0.014602418768118073, -0.005290916263367779, 0.05155509829335716]","[-0.016114873750746734, 0.07567635707700629, -0.0014956114047436405]","[-1.51009415, 0.00740276, -1.50332056]",Vase1M,normal,True,True,easy
"[-0.009216851876512307, 0.02827389106126838, 0.05155509829335716]","[0.028690832809984593, 0.037021751112388646, -0.029306733151007867]","[-1.66932534, -0.13515851, -1.54997357]",Vase1M,normal,True,True,easy
"[0.01746113734527646, 0.00566094254433361, 0.05155509829335716]","[0.0018368443846283715, 0.06250021756331739, -0.033630053798680906]","[-1.68307828, -0.0717941, -1.77738282]",Vase1M,normal,True,True,easy
"[0.022220718302970937, 0.010120672614360005, 0.05155509829335716]","[-0.009041136963157843, 0.05648292387593733, -0.04178661745459079]","[-1.73042256, -0.05444495, -1.67111354]",Vase1M,normal,True,True,easy
"[0.02812947385717891, 0.024325750626354066, 0.05155509829335716]","[-0.0332742145935076, 0.03752837795718847, -0.04843165144100042]","[-1.78870408, 0.04657912, -1.6076634]",Vase1M,normal,True,True,easy
"[0.007755285857940263, 0.010279110002062636, 0.05155509829335716]","[0.008638911482775163, 0.05947454498799435, -0.016147881384316998]","[-1.58320222, -0.09876909, -1.54828366]",Vase1M,normal,True,True,easy
"[-0.0030555706595067457, 0.005064632504150007, 0.05155509829335716]","[0.0033103240493236215, 0.06299349952267545, -0.029422635738772282]","[-1.66125262, 0.0117735, -1.64841345]",Vase1M,normal,True,True,easy
"[-0.03264187519465564, 0.002931868679464166, 0.05155509829335716]","[0.042682454011690754, 0.06384243582335442, -0.023818313865162512]","[-1.65156952, -0.04215234, -1.67394553]",Vase1M,normal,True,True,easy
