local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[0.022400262968846157, 0.12768612278194075, 0.047853028446469346]","[-0.04646444580444941, -0.051189589637319004, 0.054983645102314994]","[-0.04646444580444942, -0.051189589637319, 0.05498364510231499]","[0.0, -1.3877787807814457e-17, 0.0]","[-0.000527025938614735, 0.07814567236460218, 0.038934547849779705]","[-0.0005270259386147329, 0.0781456723646022, 0.038934547849779705]","[[-0.98289462  0.18046833  0.03673347 -0.01605103]
 [-0.18394653 -0.95218519 -0.24394065  0.08380993]
 [-0.0090465  -0.24652494  0.96909422 -0.01847116]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.32926594  0.18542333 -1.58783479],"[-0.03306572965265017, 0.01723612526549389, 0.0077486042079323685, 0.06665725656754243, 0.01738612622024683, 0.02666884462418259, 0.06665713043428656, 0.017386126220763437, -0.025603286813126774, -0.061138388470249244, 0.03948941513103433, 0.01376653719110658, 0.09487954856566445, 0.03963941738533571, 0.031940643843953564, 0.09487954071996402, 0.039639417385367845, -0.03087445274954806]","[0.028732478624567688, 0.05385614790927497, 0.04102446489413858, -0.069483462046311, 0.0670458488945026, 0.0629865404887307, -0.06901045842637904, 0.07993221044565471, 0.012329915269873336, 0.052177087202041735, 0.026117098422579994, 0.040396720883589435, -0.10136410809238999, 0.049650194578526166, 0.06370363108464028, -0.10079584384115552, 0.06513568137995997, 0.0028298835877562886]","[0.02873247862456768, 0.053856147909274975, 0.041024464894138586, -0.06948346204631102, 0.06704584889450262, 0.0629865404887307, -0.06901045842637905, 0.07993221044565471, 0.012329915269873338, 0.05217708720204174, 0.02611709842257999, 0.040396720883589435, -0.10136410809238999, 0.04965019457852617, 0.06370363108464028, -0.10079584384115553, 0.06513568137995998, 0.0028298835877562933]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0872509344255675, 0.10802942855037387, 0.07999092783310151]","[0.08017437087120115, -0.056344633031246094, 0.05496722619947]","[0.08017437087120115, -0.05634463303124609, 0.05496722619946999]","[0.0, 0.0, 0.0]","[-0.002428472567271694, 0.07875392746796948, 0.030334306486728024]","[-0.002428472567271691, 0.0787539274679695, 0.03033430648672803]","[[-0.97938826  0.08076435  0.18513711 -0.01435493]
 [-0.13657184 -0.94009279 -0.31236785  0.0831798 ]
 [ 0.14881788 -0.33121392  0.93174598 -0.00181807]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.25492477  0.13743511 -1.42577952],"[-0.039610750572075706, 0.014307492273786138, 0.0067150985194163425, 0.06011223564811691, 0.014457493228539127, 0.025635338935666573, 0.060112109514861026, 0.014457493229055735, -0.0266367925016428, -0.06768340938967479, 0.03656078213932654, 0.012733031502590558, 0.08833452764623895, 0.03671078439362802, 0.03090713815543756, 0.0883345198005385, 0.03671078439366016, -0.03190795843806408]","[0.035411157779183404, 0.05988028666561085, 0.024788451973644345, -0.05946118025292495, 0.061526686556015106, 0.06083288042091072, -0.06724008464118221, 0.07883993383301621, 0.012128508540564888, 0.06076159356381373, 0.03469963615864868, 0.018247133613051948, -0.08935639678073345, 0.04113978954661498, 0.06401863926341911, -0.09870439876966727, 0.06194502317602248, 0.005490923841649367]","[0.035411157779183404, 0.05988028666561085, 0.024788451973644352, -0.05946118025292494, 0.06152668655601511, 0.060832880420910736, -0.06724008464118221, 0.07883993383301621, 0.012128508540564884, 0.06076159356381374, 0.0346996361586487, 0.018247133613051948, -0.08935639678073347, 0.04113978954661498, 0.06401863926341911, -0.09870439876966729, 0.061945023176022476, 0.005490923841649375]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.023626524603555004, 0.11896880588960637, 0.026105684724439103]","[0.032575368002827315, -0.048178605015174146, 0.054937456785961694]","[0.032575368002827315, -0.04817860501517414, 0.054937456785961694]","[0.0, 0.0, 3.469446951953614e-18]","[0.001942350785302117, 0.07190597362197185, 0.04905456257792529]","[0.0019423507853021165, 0.07190597362197185, 0.04905456257792527]","[[-0.99508425 -0.05299386  0.08365999  0.00163947]
 [ 0.03998933 -0.98786095 -0.15010531  0.07831878]
 [ 0.0905991  -0.14602192  0.98512405 -0.03800096]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.42586055 -0.04164374 -1.48924946],"[-0.0543294250030931, 0.011460174113969226, 0.007357699019411991, 0.045393561217099504, 0.011610175068722153, 0.026277939435662215, 0.0453934350838436, 0.011610175069238768, -0.02599419200164712, -0.08240208382069217, 0.03371346397950967, 0.01337563200258622, 0.07361585321522153, 0.03386346623381104, 0.03154973865543322, 0.07361584536952108, 0.03386346623384318, -0.0312653579380684]","[0.057129591323091755, 0.062389655801876956, 0.0500373767620704, -0.04038302610509972, 0.05419399994548365, 0.07699646884163779, -0.04511870848976891, 0.06182688349375424, 0.02550192421693674, 0.08649936539644489, 0.04101542824578444, 0.05027689206352912, -0.0670990697156387, 0.029945436237510094, 0.08121058467051463, -0.0727900529275332, 0.039117817506029294, 0.019329921357991442]","[0.057129591323091755, 0.062389655801876956, 0.050037376762070394, -0.04038302610509972, 0.05419399994548365, 0.07699646884163777, -0.04511870848976891, 0.061826883493754224, 0.02550192421693674, 0.08649936539644489, 0.04101542824578444, 0.050276892063529116, -0.06709906971563871, 0.029945436237510087, 0.08121058467051462, -0.0727900529275332, 0.039117817506029294, 0.019329921357991442]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.011882911501773164, 0.05632984633877787, -0.0019110005371326356]","[0.009975069426391269, 0.015316582809427949, 0.05498486439905287]","[0.009975069426391267, 0.015316582809427957, 0.05498486439905287]","[0.0, 0.0, 0.0]","[0.001482443590153459, 0.0721255123674209, 0.059289272168175616]","[0.0014824435901534582, 0.07212551236742089, 0.059289272168175616]","[[-0.99411024  0.06701264 -0.08517116  0.00169013]
 [-0.06196029 -0.99623464 -0.06064214  0.07554121]
 [-0.08891425 -0.05500774  0.99451918 -0.05486505]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.51012426  0.06208365 -1.6654939 ],"[-0.043719157905425216, 0.013026235448447658, 0.007490601945922576, 0.05600382831476738, 0.013176236403200647, 0.02641084236217281, 0.05600370218151148, 0.013176236403717213, -0.025861289075136545, -0.07179181672302427, 0.03527952531398808, 0.013508534929096809, 0.08422612031288938, 0.03542952756828952, 0.03168264158194378, 0.08422611246718896, 0.03542952756832165, -0.031132455011557834]","[0.04347097583612759, 0.05580654795367623, 0.06967249207925733, -0.05735623950465884, 0.06129905301960864, 0.07998641534304227, -0.05270837677226139, 0.06417441655238096, 0.028000788660367287, 0.06946439336345286, 0.031424793787815174, 0.07669893565796189, -0.08725986747971873, 0.040730814172315756, 0.08147610825401085, -0.08167470250267433, 0.04418613035285423, 0.019005290408214193]","[0.04347097583612759, 0.05580654795367623, 0.06967249207925733, -0.05735623950465883, 0.06129905301960862, 0.07998641534304227, -0.052708376772261374, 0.06417441655238096, 0.02800078866036729, 0.06946439336345285, 0.03142479378781518, 0.07669893565796189, -0.08725986747971871, 0.040730814172315756, 0.08147610825401086, -0.08167470250267433, 0.04418613035285422, 0.019005290408214196]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.08231769216139875, 0.09982050959004393, 0.06416990047255502]","[0.0605502770195407, -0.0477401544409036, 0.054916763548329285]","[0.06055027701954071, -0.04774015444090357, 0.05491676354832928]","[0.0, 0.0, 0.0]","[-0.0017583701530860286, 0.08057565729649344, 0.03231593060034975]","[-0.0017583701530860304, 0.08057565729649344, 0.03231593060034975]","[[-0.97742494  0.18490427  0.10222965 -0.0199211 ]
 [-0.20748176 -0.93137179 -0.29916199  0.08434876]
 [ 0.03989748 -0.31361918  0.94871028 -0.00531823]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.26630063  0.2095428  -1.53811747],"[-0.03185388320557389, 0.017909897219746423, 0.007491458258598899, 0.0678691030146187, 0.018059898174499323, 0.026411698674849122, 0.06786897688136283, 0.018059898175015937, -0.02586043276246023, -0.05992654202317295, 0.04016318708528685, 0.013509391241773121, 0.09609139501274072, 0.04031318933958819, 0.031683497894620105, 0.0960913871670403, 0.04031318933962035, -0.031131598698881515]","[0.025959322893260976, 0.05565550006752357, 0.030808782164242644, -0.07078866313330968, 0.06802124941059434, 0.058908380406115984, -0.07287406637242286, 0.08441476906256715, 0.009317258904722892, 0.04902118820666945, 0.027851319769653486, 0.026990860406426877, -0.10278065571981211, 0.05086024672055392, 0.06013760672240698, -0.10528681235908408, 0.07056026432722887, 0.0005442778571125755]","[0.025959322893260972, 0.05565550006752355, 0.030808782164242644, -0.07078866313330967, 0.06802124941059434, 0.058908380406115984, -0.07287406637242286, 0.08441476906256715, 0.009317258904722892, 0.049021188206669446, 0.0278513197696535, 0.026990860406426877, -0.10278065571981208, 0.050860246720553934, 0.06013760672240698, -0.10528681235908406, 0.07056026432722887, 0.0005442778571125712]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.07366938332730014, 0.09340799341928652, 0.01671508881527868]","[0.06709794644770546, -0.027066320429616188, 0.05498184680133425]","[0.06709794644770546, -0.027066320429616195, 0.05498184680133425]","[0.0, 0.0, 1.734723475976807e-18]","[0.0016918601162446405, 0.07349082187378647, 0.04850647259442256]","[0.0016918601162446408, 0.07349082187378647, 0.048506472594422555]","[[-0.99442371  0.08149175 -0.06693719 -0.00105958]
 [-0.06994285 -0.98468269 -0.15971222  0.08023055]
 [-0.07892712 -0.15413984  0.98489158 -0.03631222]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.4189793   0.07096992 -1.65183163],"[-0.04267012758878258, 0.013315738013112213, 0.007570006910906656, 0.057052858631410026, 0.01346573896786514, 0.02649024732715685, 0.057052732498154124, 0.013465738968381755, -0.025781884110152507, -0.07074278640638164, 0.03556902787865264, 0.013587939894080876, 0.08527515062953206, 0.035719030132954015, 0.031762046546927845, 0.08527514278383158, 0.03571903013298619, -0.031053050046573792]","[0.04259522705102041, 0.05573494224757904, 0.05669164113311038, -0.05807548611768425, 0.0607974764909891, 0.06862689293215316, -0.05394967180468613, 0.06885468398488713, 0.017144519359539118, 0.06847990789156676, 0.03060721964353805, 0.060943635351883865, -0.08811294881105881, 0.04037233542208004, 0.06837580016372201, -0.08315512623127555, 0.05005464347727591, 0.006509741084104836]","[0.04259522705102041, 0.05573494224757905, 0.05669164113311037, -0.05807548611768424, 0.06079747649098911, 0.06862689293215316, -0.05394967180468613, 0.06885468398488714, 0.017144519359539114, 0.06847990789156676, 0.030607219643538054, 0.06094363535188385, -0.08811294881105883, 0.04037233542208004, 0.068375800163722, -0.08315512623127554, 0.05005464347727591, 0.006509741084104834]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.04789650924467267, 0.09100163480217151, 0.017685584565426186]","[0.036946140036051914, -0.02351328684603613, 0.05497157718261421]","[0.036946140036051914, -0.02351328684603614, 0.054971577182614195]","[0.0, 0.0, -1.734723475976807e-18]","[0.0008256252499082468, 0.07423297574631108, 0.04957439303478944]","[0.0008256252499082468, 0.07423297574631108, 0.04957439303478943]","[[-0.99207742  0.12167676 -0.03125962 -0.00666367]
 [-0.11574003 -0.98200757 -0.14921589  0.08039019]
 [-0.04885328 -0.14441572  0.9883104  -0.03823415]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.42829047  0.11657288 -1.62913727],"[-0.03870759673479322, 0.01464335909970374, 0.007622013014859255, 0.0610153894853994, 0.01479336005445673, 0.0265422534311095, 0.06101526335214349, 0.014793360054973295, -0.02572987800619988, -0.06678025555239231, 0.03689664896524417, 0.013639945998033465, 0.0892376814835214, 0.03704665121954563, 0.03181405265088047, 0.08923767363782095, 0.037046651219577745, -0.031001043942621175]","[0.03715937474707018, 0.0540425328936805, 0.05613227058755603, -0.06271522492104765, 0.06329682026434573, 0.07169165633257198, -0.06016143450199232, 0.0708457225185675, 0.020030568904344112, 0.06214003349132326, 0.0279047595674176, 0.059636852526551806, -0.09354706468845053, 0.04411658619390865, 0.07269906780734385, -0.09047833314821584, 0.053188072766548425, 0.01061825452217991]","[0.03715937474707018, 0.054042532893680495, 0.056132270587556016, -0.06271522492104765, 0.06329682026434572, 0.07169165633257196, -0.06016143450199233, 0.0708457225185675, 0.020030568904344105, 0.062140033491323264, 0.027904759567417586, 0.0596368525265518, -0.09354706468845053, 0.044116586193908645, 0.07269906780734384, -0.09047833314821585, 0.05318807276654842, 0.010618254522179906]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.1020248177890619, 0.09962045457739002, 0.0287976286300292]","[-0.08861648467095487, -0.039497615896110165, 0.054980737119382075]","[-0.08861648467095486, -0.03949761589611017, 0.05498073711938207]","[0.0, 0.0, 0.0]","[0.001574714509596879, 0.07360956230660753, 0.03965377854297533]","[0.0015747145095968786, 0.07360956230660753, 0.03965377854297533]","[[-0.98903027 -0.09844762  0.11012355  0.00443731]
 [ 0.06994285 -0.96877004 -0.23789203  0.08063392]
 [ 0.1301043  -0.22758006  0.96502859 -0.02171984]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.33719152 -0.07367443 -1.44921802],"[-0.05798254718325615, 0.011470422635132815, 0.007644108350188705, 0.04174043903693647, 0.011620423589885805, 0.026564348766438938, 0.041740312903680576, 0.01162042359040237, -0.025707782670870434, -0.08605520600085524, 0.03372371250067325, 0.013662041333362922, 0.06996273103505847, 0.03387371475497469, 0.031836147986209914, 0.06996272318935805, 0.03387371475500681, -0.03097894860729173]","[0.06071801402234729, 0.06646595789874454, 0.037916595603393166, -0.035438941509830214, 0.05219728105084429, 0.06712133395457337, -0.04223964588828806, 0.06409338821910275, 0.01667721854738846, 0.09082214068737662, 0.04630176247894159, 0.035338731928384076, -0.061109300198829514, 0.026660785422044454, 0.07002282944784362, -0.06928180668055124, 0.0409562495768519, 0.009404464223632605]","[0.06071801402234729, 0.06646595789874454, 0.037916595603393166, -0.03543894150983022, 0.052197281050844285, 0.06712133395457337, -0.04223964588828806, 0.06409338821910275, 0.016677218547388458, 0.09082214068737662, 0.046301762478941584, 0.035338731928384076, -0.06110930019882949, 0.02666078542204446, 0.0700228294478436, -0.06928180668055127, 0.04095624957685189, 0.0094044642236326]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.21996702214975747, -0.03229504576808888, -0.0043417321931082985]","[0.034777523433062695, -0.024344379824945576, 0.054891338718496795]","[0.034777523433062695, -0.02434437982494561, 0.05489133871849678]","[0.0, 0.0, 1.734723475976807e-18]","[0.012038220191588865, 0.19657845217357384, 0.06599709591365356]","[0.012038220191588872, 0.1965784521735738, 0.06599709591365355]","[[ 0.24512005 -0.96915238 -0.02568712  0.18925894]
 [ 0.96910913  0.24419177  0.03461031 -0.06195337]
 [-0.02727008 -0.0333773   0.99907072 -0.05904623]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.43652259e+00 -1.82526348e-05 -1.46794442e+00],"[-0.03876979219763538, 0.10503791514170452, 0.0075005737877251125, 0.06095319402255722, 0.10518791609645747, 0.026420814203975303, 0.06095306788930138, 0.1051879160969741, -0.02585131723333405, -0.06684245101523448, 0.12729120500724495, 0.013518506770899342, 0.08917548602067923, 0.12744120726154637, 0.031692613423746276, 0.08917547817497878, 0.1274412072615785, -0.031122483169755345]","[0.1041236279726106, 0.2595513345369178, 0.07812197827037116, 0.12819714218914632, 0.1623096877272059, 0.09446823219502769, 0.12962257648888795, 0.1640545124876037, 0.04224467957144723, 0.11864421327310948, 0.29199122660979476, 0.08562561773066618, 0.15653709705069924, 0.14021609855662776, 0.09978037642555439, 0.15825006785008106, 0.14231270437004975, 0.0370236529996569]","[0.10412362797261059, 0.2595513345369178, 0.07812197827037115, 0.1281971421891463, 0.16230968772720583, 0.09446823219502769, 0.12962257648888798, 0.1640545124876036, 0.04224467957144722, 0.11864421327310948, 0.2919912266097947, 0.08562561773066617, 0.15653709705069926, 0.1402160985566277, 0.09978037642555439, 0.15825006785008108, 0.14231270437004973, 0.0370236529996569]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.01316368018596287, 0.09311065880269151, 0.048780656595295804]","[0.02053537857062382, -0.02721302561478984, 0.05498271457912061]","[0.02053537857062382, -0.02721302561478984, 0.054982714579120615]","[0.0, 0.0, 0.0]","[0.0011443176016626352, 0.07502786521311555, 0.035153021848468524]","[0.0011443176016626357, 0.07502786521311557, 0.03515302184846854]","[[-0.99568168 -0.04426327  0.08160126  0.00159182]
 [ 0.01999867 -0.9606429  -0.27706545  0.08179179]
 [ 0.09065349 -0.27423708  0.95737974 -0.0131831 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.29828408 -0.02877694 -1.48608127],"[-0.05294020941490289, 0.011529237678360386, 0.007282343916856263, 0.04678277680528973, 0.011679238633113355, 0.026202584333106484, 0.04678265067203384, 0.011679238633629935, -0.026069547104202884, -0.08101286823250196, 0.03378252754390081, 0.013300276900030484, 0.07500506880341175, 0.03393252979820224, 0.03147438355287746, 0.0750050609577113, 0.03393252979823438, -0.03134071304062418]","[0.05474665326557775, 0.06429860285880172, 0.03461064931362867, -0.04282751103238391, 0.05455180871909045, 0.060820465106959536, -0.04756603662721742, 0.0688867708735608, 0.010776175120665733, 0.08368866797784724, 0.042513385155874044, 0.031915714370093815, -0.07000498684702122, 0.030479408770161975, 0.06200493518370065, -0.07569938681281575, 0.04770563764430894, 0.0018670335919751062]","[0.05474665326557774, 0.06429860285880172, 0.03461064931362868, -0.042827511032383914, 0.05455180871909044, 0.06082046510695954, -0.04756603662721742, 0.0688867708735608, 0.010776175120665737, 0.08368866797784724, 0.04251338515587405, 0.03191571437009382, -0.07000498684702122, 0.030479408770161982, 0.06200493518370066, -0.07569938681281575, 0.047705637644308935, 0.0018670335919751075]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.00430291566104765, 0.04700965958932746, -0.010375457943332694]","[-0.0038699305736089916, 0.024838582809427974, 0.054984864399052855]","[-0.0038699305736089903, 0.024838582809427974, 0.05498486439905285]","[4.336808689942018e-19, 0.0, 6.776263578034403e-18]","[0.001434919417964804, 0.07164522581673496, 0.06580475545108391]","[0.0014349194179648047, 0.07164522581673496, 0.0658047554510839]","[[-9.92991690e-01  4.57966375e-02 -1.08950318e-01  5.31320163e-03]
 [-4.59837790e-02 -9.98941870e-01 -7.95484346e-04  7.16877455e-02]
 [-1.08871465e-01  4.22003799e-03  9.94046878e-01 -6.55591355e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CylinderM,normal,[-1.57882839  0.04613913 -1.68885374],"[-0.045470121476915856, 0.012599435826643461, 0.007426624808501223, 0.054252864743276744, 0.01274943678139645, 0.026346865224751458, 0.05425273861002084, 0.012749436781913037, -0.025925266212557894, -0.07354278029451491, 0.034852725692183874, 0.01344455779167545, 0.08247515674139877, 0.03500272794648534, 0.03161866444452245, 0.08247514889569833, 0.035002727946517466, -0.03119643214897918]","[0.0451984549914444, 0.05700808379992032, 0.07813113018211584, -0.05589241351507489, 0.061505063153848856, 0.0860737657431765, -0.05020134475914878, 0.06128446699627742, 0.03411283042859771, 0.07139590036949059, 0.033518103337151085, 0.08715406062859876, -0.08551415386601548, 0.040590052138166306, 0.08822165147440146, -0.07867537451098013, 0.040324969684746054, 0.025780501674954038]","[0.04519845499144439, 0.05700808379992031, 0.07813113018211583, -0.05589241351507488, 0.06150506315384885, 0.08607376574317649, -0.050201344759148774, 0.06128446699627741, 0.03411283042859771, 0.07139590036949058, 0.033518103337151085, 0.08715406062859876, -0.08551415386601546, 0.0405900521381663, 0.08822165147440146, -0.07867537451098013, 0.04032496968474605, 0.025780501674954034]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0755193878083351, 0.08188378676105201, 0.0252979303563199]","[0.07058851917332555, -0.016412735224031555, 0.05489704960752195]","[0.07058851917332556, -0.01641273522403154, 0.05489704960752197]","[0.0, 0.0, 1.734723475976807e-18]","[0.0005833817930125645, 0.07356925812682791, 0.04778091564604059]","[0.0005833817930125662, 0.07356925812682792, 0.047780915646040596]","[[-0.99559529  0.06967013  0.06273829 -0.00754246]
 [-0.07891785 -0.98402146 -0.15960497  0.08006584]
 [ 0.05061613 -0.16385312  0.98518534 -0.03504803]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.4140361   0.07931281 -1.52582375],"[-0.0428001204321428, 0.013277063774147814, 0.007105013341190033, 0.056922865788049844, 0.01342706472890081, 0.02602525375744027, 0.056922739654793934, 0.01342706472941739, -0.026246877679869107, -0.07087277924974189, 0.035530353639688234, 0.01312294632436424, 0.08514515778617185, 0.035680355893989726, 0.03129705297721125, 0.0851451499404714, 0.03568035589402181, -0.03151804361629041]","[0.042506810970661606, 0.05635827405211597, 0.04997637897159626, -0.055831092850211456, 0.060058242487349846, 0.07484883128460423, -0.05847678003960569, 0.06862318569606639, 0.023351085584985574, 0.06900424045684996, 0.03151867653007491, 0.05059219216287424, -0.0854184177193812, 0.039262976386540575, 0.07826141318132182, -0.08859786672317076, 0.04955542560640566, 0.016376900149871025]","[0.04250681097066162, 0.05635827405211597, 0.04997637897159627, -0.05583109285021147, 0.06005824248734987, 0.07484883128460425, -0.0584767800396057, 0.06862318569606639, 0.02335108558498558, 0.06900424045684997, 0.03151867653007492, 0.05059219216287425, -0.08541841771938122, 0.039262976386540575, 0.07826141318132183, -0.08859786672317078, 0.049555425606405676, 0.01637690014987103]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.02995313129549365, 0.11912133903589824, 0.022081340783990083]","[0.04264117595123054, -0.04659333473893296, 0.05494472881570693]","[0.04264117595123054, -0.04659333473893296, 0.05494472881570694]","[0.0, 0.0, -3.469446951953614e-18]","[0.0023648639751432153, 0.07147283160740492, 0.05135750749371493]","[0.0023648639751432166, 0.07147283160740492, 0.051357507493714934]","[[-0.99248778 -0.08211743  0.09069032  0.00355863]
 [ 0.06994285 -0.98903027 -0.1301043   0.07720522]
 [ 0.1003793  -0.12278379  0.98734398 -0.0421692 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.44961668 -0.07512112 -1.47316284],"[-0.05719272231829187, 0.011444203238747147, 0.00751749768066943, 0.04253026390190071, 0.011594204193500095, 0.026437738096919655, 0.042530137768644845, 0.011594204194016682, -0.02583439334038972, -0.08526538113589092, 0.0336974931042876, 0.013535430663843643, 0.07075255590002273, 0.03384749535858898, 0.031709537316690614, 0.07075254805432232, 0.033847495358621096, -0.031105559276811016]","[0.060682983320382786, 0.0639276606324194, 0.052104097286367626, -0.03638116991643113, 0.053267211169930856, 0.07980927644200372, -0.04162808474568512, 0.05968539193005924, 0.028198690652651084, 0.09070528851938303, 0.04348483334036333, 0.05260470008731186, -0.062305811789175325, 0.02829319914577772, 0.08467859544022883, -0.06861113949017132, 0.03600587541134984, 0.022658487189303186]","[0.06068298332038278, 0.06392766063241942, 0.05210409728636764, -0.03638116991643112, 0.05326721116993085, 0.07980927644200374, -0.04162808474568511, 0.05968539193005924, 0.02819869065265109, 0.09070528851938302, 0.043484833340363335, 0.05260470008731188, -0.06230581178917531, 0.028293199145777714, 0.08467859544022883, -0.06861113949017131, 0.03600587541134983, 0.02265848718930319]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0324584017491991, 0.09613184045757422, 0.02723801043408766]","[0.024628512622817633, -0.027760940839184758, 0.05497385105913884]","[0.024628512622817633, -0.02776094083918476, 0.05497385105913884]","[0.0, 0.0, 1.734723475976807e-18]","[0.0008214265636354093, 0.07416270826052032, 0.04594167447476781]","[0.0008214265636354104, 0.07416270826052034, 0.04594167447476781]","[[-9.96041798e-01  8.72906209e-02  1.67655784e-02 -6.42577241e-03]
 [-8.88825517e-02 -9.79807439e-01 -1.79101298e-01  8.09663973e-02]
 [ 7.93174940e-04 -1.79882547e-01  9.83687776e-01 -3.18523383e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CylinderM,normal,[-1.39386103  0.08946852 -1.57654023],"[-0.041518358902220345, 0.013661084943926975, 0.007317471521816495, 0.058204627317972234, 0.013811085898679937, 0.02623771193806671, 0.05820450118471636, 0.013811085899196537, -0.02603441949924265, -0.06959101771981943, 0.035914374809467395, 0.013335404504990718, 0.08642691931609427, 0.036064377063768804, 0.03150951115783769, 0.08642691147039384, 0.036064377063800966, -0.03130558543566393]","[0.040967019350850516, 0.055837026871705095, 0.049996984407448264, -0.058359568528627684, 0.06099151518016987, 0.07025364180362431, -0.05840090383939777, 0.07039434828653142, 0.018834182977405124, 0.06695540499418917, 0.030500086996619137, 0.05146050404805843, -0.08844389883051185, 0.04070281168469657, 0.07192701596350812, -0.08849371437634397, 0.052002150537527395, 0.010136573175393206]","[0.040967019350850516, 0.0558370268717051, 0.04999698440744827, -0.05835956852862768, 0.06099151518016987, 0.07025364180362431, -0.05840090383939776, 0.07039434828653142, 0.018834182977405124, 0.06695540499418919, 0.030500086996619144, 0.05146050404805843, -0.08844389883051185, 0.04070281168469656, 0.07192701596350813, -0.08849371437634398, 0.052002150537527395, 0.010136573175393203]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
